file1	token1	file2	token2
slow_cooker_chicken_tortilla_soup_4	12	slow_cooker_chicken_tortilla_soup_6	12
slow_cooker_chicken_tortilla_soup_4	31	slow_cooker_chicken_tortilla_soup_6	37
slow_cooker_chicken_tortilla_soup_4	34	slow_cooker_chicken_tortilla_soup_6	40
slow_cooker_chicken_tortilla_soup_4	40	slow_cooker_chicken_tortilla_soup_6	0
slow_cooker_chicken_tortilla_soup_4	49	slow_cooker_chicken_tortilla_soup_6	72
slow_cooker_chicken_tortilla_soup_4	52	slow_cooker_chicken_tortilla_soup_6	66
slow_cooker_chicken_tortilla_soup_4	67	slow_cooker_chicken_tortilla_soup_6	40
slow_cooker_chicken_tortilla_soup_10	9	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	15	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	18	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	27	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	28	slow_cooker_chicken_tortilla_soup_2	21
slow_cooker_chicken_tortilla_soup_10	32	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	39	slow_cooker_chicken_tortilla_soup_2	29
slow_cooker_chicken_tortilla_soup_10	53	slow_cooker_chicken_tortilla_soup_2	29
slow_cooker_chicken_tortilla_soup_10	58	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	61	slow_cooker_chicken_tortilla_soup_2	1
slow_cooker_chicken_tortilla_soup_10	65	slow_cooker_chicken_tortilla_soup_2	50
slow_cooker_chicken_tortilla_soup_10	69	slow_cooker_chicken_tortilla_soup_2	53
slow_cooker_chicken_tortilla_soup_10	83	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	86	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	89	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	105	slow_cooker_chicken_tortilla_soup_2	44
slow_cooker_chicken_tortilla_soup_10	107	slow_cooker_chicken_tortilla_soup_2	105
slow_cooker_chicken_tortilla_soup_10	111	slow_cooker_chicken_tortilla_soup_2	0
slow_cooker_chicken_tortilla_soup_10	114	slow_cooker_chicken_tortilla_soup_2	119
slow_cooker_chicken_tortilla_soup_1	1	slow_cooker_chicken_tortilla_soup_10	61
slow_cooker_chicken_tortilla_soup_1	14	slow_cooker_chicken_tortilla_soup_10	39
slow_cooker_chicken_tortilla_soup_1	34	slow_cooker_chicken_tortilla_soup_10	28
slow_cooker_chicken_tortilla_soup_1	39	slow_cooker_chicken_tortilla_soup_10	32
slow_cooker_chicken_tortilla_soup_1	44	slow_cooker_chicken_tortilla_soup_10	65
slow_cooker_chicken_tortilla_soup_1	50	slow_cooker_chicken_tortilla_soup_10	69
slow_cooker_chicken_tortilla_soup_1	67	slow_cooker_chicken_tortilla_soup_10	83
slow_cooker_chicken_tortilla_soup_1	75	slow_cooker_chicken_tortilla_soup_10	86
slow_cooker_chicken_tortilla_soup_1	81	slow_cooker_chicken_tortilla_soup_10	89
slow_cooker_chicken_tortilla_soup_1	93	slow_cooker_chicken_tortilla_soup_10	105
slow_cooker_chicken_tortilla_soup_1	104	slow_cooker_chicken_tortilla_soup_10	86
slow_cooker_chicken_tortilla_soup_1	106	slow_cooker_chicken_tortilla_soup_10	89
slow_cooker_chicken_tortilla_soup_1	116	slow_cooker_chicken_tortilla_soup_10	89
slow_cooker_chicken_tortilla_soup_1	131	slow_cooker_chicken_tortilla_soup_10	107
slow_cooker_chicken_tortilla_soup_1	140	slow_cooker_chicken_tortilla_soup_10	111
slow_cooker_chicken_tortilla_soup_1	148	slow_cooker_chicken_tortilla_soup_10	58
slow_cooker_chicken_tortilla_soup_1	151	slow_cooker_chicken_tortilla_soup_10	114
slow_cooker_chicken_tortilla_soup_1	153	slow_cooker_chicken_tortilla_soup_10	0
slow_cooker_chicken_tortilla_soup_5	1	slow_cooker_chicken_tortilla_soup_4	8
slow_cooker_chicken_tortilla_soup_5	10	slow_cooker_chicken_tortilla_soup_4	45
slow_cooker_chicken_tortilla_soup_5	14	slow_cooker_chicken_tortilla_soup_4	12
slow_cooker_chicken_tortilla_soup_5	39	slow_cooker_chicken_tortilla_soup_4	0
slow_cooker_chicken_tortilla_soup_5	42	slow_cooker_chicken_tortilla_soup_4	0
slow_cooker_chicken_tortilla_soup_5	45	slow_cooker_chicken_tortilla_soup_4	34
slow_cooker_chicken_tortilla_soup_5	50	slow_cooker_chicken_tortilla_soup_4	31
slow_cooker_chicken_tortilla_soup_5	57	slow_cooker_chicken_tortilla_soup_4	0
slow_cooker_chicken_tortilla_soup_5	59	slow_cooker_chicken_tortilla_soup_4	49
slow_cooker_chicken_tortilla_soup_5	70	slow_cooker_chicken_tortilla_soup_4	52
slow_cooker_chicken_tortilla_soup_5	94	slow_cooker_chicken_tortilla_soup_4	0
slow_cooker_chicken_tortilla_soup_2	1	slow_cooker_chicken_tortilla_soup_3	1
slow_cooker_chicken_tortilla_soup_2	21	slow_cooker_chicken_tortilla_soup_3	19
slow_cooker_chicken_tortilla_soup_2	29	slow_cooker_chicken_tortilla_soup_3	26
slow_cooker_chicken_tortilla_soup_2	44	slow_cooker_chicken_tortilla_soup_3	40
slow_cooker_chicken_tortilla_soup_2	50	slow_cooker_chicken_tortilla_soup_3	46
slow_cooker_chicken_tortilla_soup_2	53	slow_cooker_chicken_tortilla_soup_3	48
slow_cooker_chicken_tortilla_soup_2	72	slow_cooker_chicken_tortilla_soup_3	64
slow_cooker_chicken_tortilla_soup_2	85	slow_cooker_chicken_tortilla_soup_3	70
slow_cooker_chicken_tortilla_soup_2	93	slow_cooker_chicken_tortilla_soup_3	79
slow_cooker_chicken_tortilla_soup_2	99	slow_cooker_chicken_tortilla_soup_3	84
slow_cooker_chicken_tortilla_soup_2	105	slow_cooker_chicken_tortilla_soup_3	89
slow_cooker_chicken_tortilla_soup_2	107	slow_cooker_chicken_tortilla_soup_3	64
slow_cooker_chicken_tortilla_soup_2	119	slow_cooker_chicken_tortilla_soup_3	100
slow_cooker_chicken_tortilla_soup_2	121	slow_cooker_chicken_tortilla_soup_3	102
slow_cooker_chicken_tortilla_soup_3	1	slow_cooker_chicken_tortilla_soup_5	1
slow_cooker_chicken_tortilla_soup_3	19	slow_cooker_chicken_tortilla_soup_5	1
slow_cooker_chicken_tortilla_soup_3	26	slow_cooker_chicken_tortilla_soup_5	0
slow_cooker_chicken_tortilla_soup_3	40	slow_cooker_chicken_tortilla_soup_5	10
slow_cooker_chicken_tortilla_soup_3	46	slow_cooker_chicken_tortilla_soup_5	0
slow_cooker_chicken_tortilla_soup_3	48	slow_cooker_chicken_tortilla_soup_5	14
slow_cooker_chicken_tortilla_soup_3	64	slow_cooker_chicken_tortilla_soup_5	0
slow_cooker_chicken_tortilla_soup_3	70	slow_cooker_chicken_tortilla_soup_5	0
slow_cooker_chicken_tortilla_soup_3	79	slow_cooker_chicken_tortilla_soup_5	0
slow_cooker_chicken_tortilla_soup_3	84	slow_cooker_chicken_tortilla_soup_5	0
slow_cooker_chicken_tortilla_soup_3	89	slow_cooker_chicken_tortilla_soup_5	14
slow_cooker_chicken_tortilla_soup_3	100	slow_cooker_chicken_tortilla_soup_5	59
slow_cooker_chicken_tortilla_soup_3	102	slow_cooker_chicken_tortilla_soup_5	70
