file1	token1	file2	token2
cauliflower_mash_9	40	cauliflower_mash_8	0
cauliflower_mash_9	45	cauliflower_mash_8	24
cauliflower_mash_9	47	cauliflower_mash_8	0
cauliflower_mash_9	60	cauliflower_mash_8	16
cauliflower_mash_9	85	cauliflower_mash_8	0
cauliflower_mash_9	99	cauliflower_mash_8	16
cauliflower_mash_9	109	cauliflower_mash_8	24
cauliflower_mash_8	7	cauliflower_mash_5	50
cauliflower_mash_8	11	cauliflower_mash_5	0
cauliflower_mash_8	16	cauliflower_mash_5	25
cauliflower_mash_8	24	cauliflower_mash_5	7
cauliflower_mash_8	26	cauliflower_mash_5	0
cauliflower_mash_8	31	cauliflower_mash_5	0
cauliflower_mash_8	35	cauliflower_mash_5	0
cauliflower_mash_8	37	cauliflower_mash_5	25
cauliflower_mash_8	45	cauliflower_mash_5	0
cauliflower_mash_8	49	cauliflower_mash_5	0
cauliflower_mash_10	1	cauliflower_mash_2	44
cauliflower_mash_10	12	cauliflower_mash_2	0
cauliflower_mash_10	16	cauliflower_mash_2	0
cauliflower_mash_10	18	cauliflower_mash_2	0
cauliflower_mash_10	24	cauliflower_mash_2	75
cauliflower_mash_10	35	cauliflower_mash_2	55
cauliflower_mash_10	41	cauliflower_mash_2	8
cauliflower_mash_10	58	cauliflower_mash_2	55
cauliflower_mash_10	70	cauliflower_mash_2	71
cauliflower_mash_10	78	cauliflower_mash_2	0
cauliflower_mash_10	80	cauliflower_mash_2	89
cauliflower_mash_10	91	cauliflower_mash_2	89
cauliflower_mash_10	92	cauliflower_mash_2	0
cauliflower_mash_10	105	cauliflower_mash_2	0
cauliflower_mash_10	118	cauliflower_mash_2	2
cauliflower_mash_10	136	cauliflower_mash_2	0
cauliflower_mash_10	145	cauliflower_mash_2	0
cauliflower_mash_4	1	cauliflower_mash_0	1
cauliflower_mash_4	7	cauliflower_mash_0	1
cauliflower_mash_4	11	cauliflower_mash_0	33
cauliflower_mash_4	13	cauliflower_mash_0	35
cauliflower_mash_4	19	cauliflower_mash_0	18
cauliflower_mash_4	21	cauliflower_mash_0	0
cauliflower_mash_4	26	cauliflower_mash_0	0
cauliflower_mash_4	28	cauliflower_mash_0	41
cauliflower_mash_4	44	cauliflower_mash_0	59
cauliflower_mash_4	47	cauliflower_mash_0	64
cauliflower_mash_4	49	cauliflower_mash_0	59
cauliflower_mash_4	51	cauliflower_mash_0	80
cauliflower_mash_4	60	cauliflower_mash_0	70
cauliflower_mash_4	66	cauliflower_mash_0	88
cauliflower_mash_0	1	cauliflower_mash_7	0
cauliflower_mash_0	18	cauliflower_mash_7	13
cauliflower_mash_0	26	cauliflower_mash_7	0
cauliflower_mash_0	33	cauliflower_mash_7	5
cauliflower_mash_0	35	cauliflower_mash_7	9
cauliflower_mash_0	39	cauliflower_mash_7	17
cauliflower_mash_0	41	cauliflower_mash_7	17
cauliflower_mash_0	59	cauliflower_mash_7	26
cauliflower_mash_0	70	cauliflower_mash_7	62
cauliflower_mash_0	80	cauliflower_mash_7	47
cauliflower_mash_0	85	cauliflower_mash_7	62
cauliflower_mash_0	88	cauliflower_mash_7	0
cauliflower_mash_7	5	cauliflower_mash_9	1
cauliflower_mash_7	9	cauliflower_mash_9	1
cauliflower_mash_7	13	cauliflower_mash_9	21
cauliflower_mash_7	17	cauliflower_mash_9	1
cauliflower_mash_7	26	cauliflower_mash_9	13
cauliflower_mash_7	29	cauliflower_mash_9	16
cauliflower_mash_7	35	cauliflower_mash_9	0
cauliflower_mash_7	38	cauliflower_mash_9	13
cauliflower_mash_7	42	cauliflower_mash_9	0
cauliflower_mash_7	47	cauliflower_mash_9	21
cauliflower_mash_7	58	cauliflower_mash_9	45
cauliflower_mash_7	62	cauliflower_mash_9	109
cauliflower_mash_7	66	cauliflower_mash_9	21
cauliflower_mash_2	1	cauliflower_mash_4	13
cauliflower_mash_2	2	cauliflower_mash_4	0
cauliflower_mash_2	8	cauliflower_mash_4	19
cauliflower_mash_2	12	cauliflower_mash_4	21
cauliflower_mash_2	17	cauliflower_mash_4	26
cauliflower_mash_2	19	cauliflower_mash_4	28
cauliflower_mash_2	27	cauliflower_mash_4	0
cauliflower_mash_2	52	cauliflower_mash_4	44
cauliflower_mash_2	55	cauliflower_mash_4	0
cauliflower_mash_2	66	cauliflower_mash_4	51
cauliflower_mash_2	71	cauliflower_mash_4	60
cauliflower_mash_2	75	cauliflower_mash_4	0
cauliflower_mash_2	83	cauliflower_mash_4	66
cauliflower_mash_2	89	cauliflower_mash_4	66
