file1	token1	file2	token2
homemade_pizza_dough_8	74	homemade_pizza_dough_5	0
homemade_pizza_dough_4	1	homemade_pizza_dough_8	24
homemade_pizza_dough_4	18	homemade_pizza_dough_8	0
homemade_pizza_dough_4	31	homemade_pizza_dough_8	24
homemade_pizza_dough_4	42	homemade_pizza_dough_8	0
homemade_pizza_dough_4	47	homemade_pizza_dough_8	0
homemade_pizza_dough_4	63	homemade_pizza_dough_8	61
homemade_pizza_dough_4	71	homemade_pizza_dough_8	0
homemade_pizza_dough_4	87	homemade_pizza_dough_8	53
homemade_pizza_dough_4	94	homemade_pizza_dough_8	0
homemade_pizza_dough_4	99	homemade_pizza_dough_8	0
homemade_pizza_dough_4	105	homemade_pizza_dough_8	0
homemade_pizza_dough_4	113	homemade_pizza_dough_8	0
homemade_pizza_dough_4	145	homemade_pizza_dough_8	74
homemade_pizza_dough_4	119	homemade_pizza_dough_8	0
homemade_pizza_dough_4	154	homemade_pizza_dough_8	0
homemade_pizza_dough_0	5	homemade_pizza_dough_4	1
homemade_pizza_dough_0	24	homemade_pizza_dough_4	63
homemade_pizza_dough_0	54	homemade_pizza_dough_4	105
homemade_pizza_dough_0	61	homemade_pizza_dough_4	0
homemade_pizza_dough_0	63	homemade_pizza_dough_4	0
homemade_pizza_dough_0	70	homemade_pizza_dough_4	119
homemade_pizza_dough_0	81	homemade_pizza_dough_4	0
homemade_pizza_dough_0	88	homemade_pizza_dough_4	113
homemade_pizza_dough_0	115	homemade_pizza_dough_4	119
homemade_pizza_dough_0	118	homemade_pizza_dough_4	0
homemade_pizza_dough_0	122	homemade_pizza_dough_4	0
homemade_pizza_dough_0	130	homemade_pizza_dough_4	0
homemade_pizza_dough_0	132	homemade_pizza_dough_4	0
homemade_pizza_dough_0	145	homemade_pizza_dough_4	154
homemade_pizza_dough_0	153	homemade_pizza_dough_4	154
