file1	token1	file2	token2
orange_chicken_7	1	orange_chicken_4	0
orange_chicken_7	7	orange_chicken_4	0
orange_chicken_7	15	orange_chicken_4	31
orange_chicken_7	25	orange_chicken_4	0
orange_chicken_7	41	orange_chicken_4	46
orange_chicken_7	46	orange_chicken_4	0
orange_chicken_7	48	orange_chicken_4	0
orange_chicken_7	57	orange_chicken_4	0
orange_chicken_7	67	orange_chicken_4	31
orange_chicken_7	74	orange_chicken_4	48
orange_chicken_7	85	orange_chicken_4	0
orange_chicken_7	88	orange_chicken_4	0
orange_chicken_3	31	orange_chicken_6	1
orange_chicken_3	34	orange_chicken_6	11
orange_chicken_3	42	orange_chicken_6	1
orange_chicken_3	48	orange_chicken_6	11
orange_chicken_3	52	orange_chicken_6	19
orange_chicken_3	59	orange_chicken_6	23
orange_chicken_3	78	orange_chicken_6	45
orange_chicken_3	83	orange_chicken_6	45
orange_chicken_3	85	orange_chicken_6	45
orange_chicken_3	89	orange_chicken_6	0
orange_chicken_3	98	orange_chicken_6	49
orange_chicken_3	112	orange_chicken_6	0
orange_chicken_3	117	orange_chicken_6	0
orange_chicken_3	123	orange_chicken_6	65
orange_chicken_3	134	orange_chicken_6	65
orange_chicken_3	139	orange_chicken_6	71
orange_chicken_3	151	orange_chicken_6	49
orange_chicken_3	157	orange_chicken_6	76
orange_chicken_3	160	orange_chicken_6	80
orange_chicken_5	1	orange_chicken_3	0
orange_chicken_5	5	orange_chicken_3	0
orange_chicken_5	9	orange_chicken_3	0
orange_chicken_5	15	orange_chicken_3	98
orange_chicken_5	40	orange_chicken_3	48
orange_chicken_5	44	orange_chicken_3	157
orange_chicken_5	46	orange_chicken_3	59
orange_chicken_5	55	orange_chicken_3	78
orange_chicken_5	63	orange_chicken_3	0
orange_chicken_5	66	orange_chicken_3	0
orange_chicken_5	74	orange_chicken_3	112
orange_chicken_5	81	orange_chicken_3	123
orange_chicken_5	93	orange_chicken_3	134
orange_chicken_5	95	orange_chicken_3	112
orange_chicken_5	98	orange_chicken_3	0
orange_chicken_5	107	orange_chicken_3	157
orange_chicken_5	112	orange_chicken_3	0
orange_chicken_5	114	orange_chicken_3	0
orange_chicken_5	118	orange_chicken_3	160
orange_chicken_5	120	orange_chicken_3	0
orange_chicken_2	12	orange_chicken_7	0
orange_chicken_2	28	orange_chicken_7	74
orange_chicken_2	34	orange_chicken_7	0
orange_chicken_2	39	orange_chicken_7	0
orange_chicken_2	46	orange_chicken_7	74
orange_chicken_2	55	orange_chicken_7	0
orange_chicken_2	60	orange_chicken_7	0
orange_chicken_2	66	orange_chicken_7	0
orange_chicken_2	87	orange_chicken_7	25
orange_chicken_2	92	orange_chicken_7	0
orange_chicken_2	96	orange_chicken_7	41
orange_chicken_2	102	orange_chicken_7	74
orange_chicken_2	119	orange_chicken_7	67
orange_chicken_2	126	orange_chicken_7	0
orange_chicken_2	127	orange_chicken_7	0
orange_chicken_6	1	orange_chicken_2	39
orange_chicken_6	11	orange_chicken_2	66
orange_chicken_6	15	orange_chicken_2	39
orange_chicken_6	19	orange_chicken_2	0
orange_chicken_6	23	orange_chicken_2	28
orange_chicken_6	38	orange_chicken_2	34
orange_chicken_6	39	orange_chicken_2	0
orange_chicken_6	45	orange_chicken_2	0
orange_chicken_6	49	orange_chicken_2	66
orange_chicken_6	56	orange_chicken_2	46
orange_chicken_6	65	orange_chicken_2	87
orange_chicken_6	68	orange_chicken_2	102
orange_chicken_6	71	orange_chicken_2	0
orange_chicken_6	73	orange_chicken_2	60
orange_chicken_6	76	orange_chicken_2	0
orange_chicken_6	80	orange_chicken_2	0
